"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",99.3203443588582
"2",2011,"non_critical","MC","Low",99.6118721461187
"3",2011,"critical","MC","Low",99.6118721461187
"4",2012,"non_critical","MC","Low",99.8861566484517
"5",2012,"critical","MC","Low",99.8861566484517
"6",2013,"non_critical","MC","Low",99.9543378995434
"7",2013,"critical","MC","Low",99.9543378995434
"8",2014,"non_critical","MC","Low",99.7374429223744
"9",2014,"critical","MC","Low",99.7374429223744
"10",2015,"non_critical","MC","Low",100
"11",2015,"critical","MC","Low",100
"12",2016,"non_critical","MC","Low",99.7153916211293
"13",2016,"critical","MC","Low",99.7153916211293
"14",2017,"non_critical","MC","Low",99.6184371184371
"15",2017,"critical","MC","Low",99.6184371184371
"16",2010,"non_critical","LOB","Low",93.1128228364295
"17",2011,"non_critical","LOB","Low",98.3219178082192
"18",2011,"critical","LOB","Low",98.3219178082192
"19",2012,"non_critical","LOB","Low",98.8046448087432
"20",2012,"critical","LOB","Low",98.8046448087432
"21",2013,"non_critical","LOB","Low",99.4977168949772
"22",2013,"critical","LOB","Low",99.4977168949772
"23",2014,"non_critical","LOB","Low",98.9954337899543
"24",2014,"critical","LOB","Low",98.9954337899543
"25",2015,"non_critical","LOB","Low",99.5091324200913
"26",2015,"critical","LOB","Low",99.5091324200913
"27",2016,"non_critical","LOB","Low",98.8501821493625
"28",2016,"critical","LOB","Low",98.8501821493625
"29",2017,"non_critical","LOB","Low",97.8479853479853
"30",2017,"critical","LOB","Low",97.8479853479853
"31",2010,"non_critical","ROB","Low",92.5690983235161
"32",2011,"non_critical","ROB","Low",98.2305936073059
"33",2011,"critical","ROB","Low",98.2305936073059
"34",2012,"non_critical","ROB","Low",98.6224954462659
"35",2012,"critical","ROB","Low",98.6224954462659
"36",2013,"non_critical","ROB","Low",99.4178082191781
"37",2013,"critical","ROB","Low",99.4178082191781
"38",2014,"non_critical","ROB","Low",98.8926940639269
"39",2014,"critical","ROB","Low",98.8926940639269
"40",2015,"non_critical","ROB","Low",99.4292237442922
"41",2015,"critical","ROB","Low",99.4292237442922
"42",2016,"non_critical","ROB","Low",98.7363387978142
"43",2016,"critical","ROB","Low",98.7363387978142
"44",2017,"non_critical","ROB","Low",97.7564102564102
"45",2017,"critical","ROB","Low",97.7564102564102
"46",2010,"non_critical","MC","Medium",95.0611690077028
"47",2011,"non_critical","MC","Medium",98.7899543378995
"48",2011,"critical","MC","Medium",98.7899543378995
"49",2012,"non_critical","MC","Medium",99.1803278688525
"50",2012,"critical","MC","Medium",99.1803278688525
"51",2013,"non_critical","MC","Medium",99.703196347032
"52",2013,"critical","MC","Medium",99.703196347032
"53",2014,"non_critical","MC","Medium",99.2922374429224
"54",2014,"critical","MC","Medium",99.2922374429224
"55",2015,"non_critical","MC","Medium",99.6803652968037
"56",2015,"critical","MC","Medium",99.6803652968037
"57",2016,"non_critical","MC","Medium",99.1120218579235
"58",2016,"critical","MC","Medium",99.1120218579235
"59",2017,"non_critical","MC","Medium",98.6416361416361
"60",2017,"critical","MC","Medium",98.6416361416361
"61",2010,"non_critical","LOB","Medium",79.0666062528319
"62",2011,"non_critical","LOB","Medium",91.1187214611872
"63",2011,"critical","LOB","Medium",91.1187214611872
"64",2012,"non_critical","LOB","Medium",95.9927140255009
"65",2012,"critical","LOB","Medium",95.9927140255009
"66",2013,"non_critical","LOB","Medium",97.9223744292238
"67",2013,"critical","LOB","Medium",97.9223744292238
"68",2014,"non_critical","LOB","Medium",97.7511415525114
"69",2014,"critical","LOB","Medium",97.7511415525114
"70",2015,"non_critical","LOB","Medium",97.9452054794521
