"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2011,"LOB",0,0,0
"2",1,2011,"MC",33,34,0
"3",1,2011,"ROB",31,31,34
"4",1,2012,"LOB",0,0,0
"5",1,2012,"MC",33,33,0
"6",1,2012,"ROB",31,31,33
"7",1,2013,"LOB",0,0,0
"8",1,2013,"MC",32,34,0
"9",1,2013,"ROB",31,31,33
"10",1,2014,"LOB",0,0,0
"11",1,2014,"MC",31,31,0
"12",1,2014,"ROB",31,31,31
"13",1,2015,"LOB",0,0,0
"14",1,2015,"MC",31,32,0
"15",1,2015,"ROB",31,31,32
"16",1,2016,"LOB",0,0,0
"17",1,2016,"MC",35,35,0
"18",1,2016,"ROB",31,33,35
"19",1,2017,"LOB",0,0,0
"20",1,2017,"MC",37,37,0
"21",1,2017,"ROB",31,33,38
"22",2,2011,"LOB",0,0,0
"23",2,2011,"MC",30,28,0
"24",2,2011,"ROB",28,29,28
"25",2,2012,"LOB",0,0,0
"26",2,2012,"MC",29,30,0
"27",2,2012,"ROB",29,29,29
"28",2,2013,"LOB",0,0,0
"29",2,2013,"MC",28,30,0
"30",2,2013,"ROB",28,28,30
"31",2,2014,"LOB",0,0,0
"32",2,2014,"MC",30,28,0
"33",2,2014,"ROB",28,31,28
"34",2,2015,"LOB",0,0,0
"35",2,2015,"MC",28,29,0
"36",2,2015,"ROB",28,28,29
"37",2,2016,"LOB",0,0,0
"38",2,2016,"MC",30,30,0
"39",2,2016,"ROB",29,29,30
"40",2,2017,"LOB",0,0,0
"41",2,2017,"MC",29,36,0
"42",2,2017,"ROB",28,29,33
"43",3,2011,"LOB",0,0,0
"44",3,2011,"MC",32,32,0
"45",3,2011,"ROB",32,32,32
"46",3,2012,"LOB",0,0,0
"47",3,2012,"MC",33,32,0
"48",3,2012,"ROB",31,33,32
"49",3,2013,"LOB",0,0,0
"50",3,2013,"MC",31,32,0
"51",3,2013,"ROB",31,31,31
"52",3,2014,"LOB",0,0,0
"53",3,2014,"MC",32,31,0
"54",3,2014,"ROB",31,31,31
"55",3,2015,"LOB",0,0,0
"56",3,2015,"MC",32,32,0
"57",3,2015,"ROB",31,31,32
"58",3,2016,"LOB",0,0,0
"59",3,2016,"MC",34,33,0
"60",3,2016,"ROB",31,34,33
"61",3,2017,"LOB",0,0,0
"62",3,2017,"MC",31,32,0
"63",3,2017,"ROB",31,31,32
"64",4,2011,"LOB",0,0,0
"65",4,2011,"MC",30,30,0
"66",4,2011,"ROB",30,30,30
"67",4,2012,"LOB",0,0,0
"68",4,2012,"MC",31,33,0
"69",4,2012,"ROB",30,31,33
"70",4,2013,"LOB",0,0,0
"71",4,2013,"MC",30,30,0
"72",4,2013,"ROB",30,30,30
"73",4,2014,"LOB",0,0,0
"74",4,2014,"MC",30,30,0
"75",4,2014,"ROB",30,30,30
"76",4,2015,"LOB",0,0,0
"77",4,2015,"MC",30,32,0
"78",4,2015,"ROB",30,30,31
"79",4,2016,"LOB",0,0,0
"80",4,2016,"MC",30,33,0
"81",4,2016,"ROB",30,30,33
"82",4,2017,"LOB",0,0,0
"83",4,2017,"MC",30,30,0
