"","LOB","MC","ROB"
"Low_Prob_1",NA,9901.24956647433,NA
"Low_Prob_2",NA,NA,NA
"Low_Prob_3",NA,NA,NA
"Low_Prob_4",NA,NA,NA
"Med_Prob_1",NA,153.435032064725,NA
"Med_Prob_2",NA,8152.26916022821,NA
"Med_Prob_3",NA,NA,NA
"Med_Prob_4",NA,NA,NA
"High_Prob_1",NA,994.890060434486,NA
"High_Prob_2",NA,5902.98524415993,NA
"High_Prob_3",NA,NA,NA
"High_Prob_4",NA,NA,NA
