"","LOB","MC","ROB"
"Low_Prob_1",106.594024379784,11.6544421870825,70.6408984288537
"Low_Prob_2",149.821765141309,150.303538890836,199.968832127201
"Low_Prob_3",NA,NA,NA
"Low_Prob_4",NA,NA,NA
"Med_Prob_1",55.9455076732789,2.1063467508733,33.624387041463
"Med_Prob_2",150.794883420497,151.180323847559,199.985544301056
"Med_Prob_3",3233.56412881557,620.879618572852,NA
"Med_Prob_4",NA,NA,NA
"High_Prob_1",20.3087154432663,0.0254275039110524,3.87714764206007
"High_Prob_2",NA,NA,200.00225647491
"High_Prob_3",NA,NA,517.819171125009
"High_Prob_4",NA,NA,NA
