"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"95",5,2014,"MC",31,31,31
"96",5,2014,"ROB",0,31,31
"97",5,2015,"LOB",0,31,12
"98",5,2015,"MC",31,31,32
"99",5,2015,"ROB",0,31,32
"100",5,2016,"LOB",0,31,2
"101",5,2016,"MC",31,32,32
"102",5,2016,"ROB",0,31,32
"103",5,2017,"LOB",0,31,3
"104",5,2017,"MC",31,31,31
"105",5,2017,"ROB",0,31,31
"106",6,2011,"LOB",0,30,23
"107",6,2011,"MC",30,30,17
"108",6,2011,"ROB",0,30,17
"109",6,2012,"LOB",0,30,0
"110",6,2012,"MC",30,30,30
"111",6,2012,"ROB",0,30,30
"112",6,2013,"LOB",0,30,0
"113",6,2013,"MC",30,30,30
"114",6,2013,"ROB",0,30,30
"115",6,2014,"LOB",0,30,0
"116",6,2014,"MC",30,30,30
"117",6,2014,"ROB",0,30,30
"118",6,2015,"LOB",0,30,12
"119",6,2015,"MC",30,30,30
"120",6,2015,"ROB",0,30,30
"121",6,2016,"LOB",0,30,0
"122",6,2016,"MC",30,30,30
"123",6,2016,"ROB",0,30,30
"124",6,2017,"LOB",0,30,10
"125",6,2017,"MC",30,30,22
"126",6,2017,"ROB",0,30,22
"127",7,2011,"LOB",0,31,4
"128",7,2011,"MC",31,31,31
"129",7,2011,"ROB",0,31,31
"130",7,2012,"LOB",0,31,0
"131",7,2012,"MC",31,31,31
"132",7,2012,"ROB",0,31,31
"133",7,2013,"LOB",0,31,0
"134",7,2013,"MC",31,31,31
"135",7,2013,"ROB",0,31,31
"136",7,2014,"LOB",0,31,0
"137",7,2014,"MC",31,31,31
"138",7,2014,"ROB",0,31,31
"139",7,2015,"LOB",0,31,12
"140",7,2015,"MC",31,31,33
"141",7,2015,"ROB",0,31,33
"142",7,2016,"LOB",0,31,1
"143",7,2016,"MC",31,31,31
"144",7,2016,"ROB",0,31,31
"145",7,2017,"LOB",0,31,26
"146",7,2017,"MC",31,31,6
"147",7,2017,"ROB",0,31,6
"148",8,2011,"LOB",0,31,9
"149",8,2011,"MC",31,31,28
"150",8,2011,"ROB",0,31,28
"151",8,2012,"LOB",0,31,1
"152",8,2012,"MC",31,31,32
"153",8,2012,"ROB",0,31,32
"154",8,2013,"LOB",0,31,0
"155",8,2013,"MC",31,31,31
"156",8,2013,"ROB",0,31,31
"157",8,2014,"LOB",0,31,0
"158",8,2014,"MC",31,31,31
"159",8,2014,"ROB",0,31,31
"160",8,2015,"LOB",0,31,16
"161",8,2015,"MC",31,31,31
"162",8,2015,"ROB",0,31,31
"163",8,2016,"LOB",0,31,0
"164",8,2016,"MC",31,31,31
"165",8,2016,"ROB",0,31,31
"166",8,2017,"LOB",0,31,8
"167",8,2017,"MC",31,31,26
"168",8,2017,"ROB",0,31,26
"169",9,2011,"LOB",0,30,18
"170",9,2011,"MC",30,30,18
"171",9,2011,"ROB",0,30,18
"172",9,2012,"LOB",0,30,0
"173",9,2012,"MC",30,30,30
"174",9,2012,"ROB",0,30,30
"175",9,2013,"LOB",0,30,0
"176",9,2013,"MC",30,30,30
"177",9,2013,"ROB",0,30,30
"178",9,2014,"LOB",0,30,1
"179",9,2014,"MC",30,30,31
"180",9,2014,"ROB",0,30,31
"181",9,2015,"LOB",0,31,8
"182",9,2015,"MC",30,31,31
"183",9,2015,"ROB",0,31,31
"184",9,2016,"LOB",0,30,0
"185",9,2016,"MC",30,30,30
"186",9,2016,"ROB",0,30,30
"187",9,2017,"LOB",0,30,1
"188",9,2017,"MC",30,30,30
"189",9,2017,"ROB",0,30,30
"190",10,2010,"LOB",0,31,24
"191",10,2010,"MC",31,32,22
"192",10,2010,"ROB",0,31,22
"193",10,2011,"LOB",0,31,21
"194",10,2011,"MC",31,32,21
"195",10,2011,"ROB",0,32,22
"196",10,2012,"LOB",0,31,1
"197",10,2012,"MC",31,32,32
"198",10,2012,"ROB",0,32,32
"199",10,2013,"LOB",0,31,1
"200",10,2013,"MC",31,31,31
"201",10,2013,"ROB",0,31,31
"202",10,2014,"LOB",0,31,0
"203",10,2014,"MC",31,31,31
"204",10,2014,"ROB",0,31,31
"205",10,2015,"LOB",0,32,2
"206",10,2015,"MC",31,32,33
"207",10,2015,"ROB",0,32,33
"208",10,2016,"LOB",0,31,3
"209",10,2016,"MC",31,31,31
"210",10,2016,"ROB",0,31,31
"211",11,2010,"LOB",0,30,33
"212",11,2010,"MC",30,32,8
"213",11,2010,"ROB",0,30,8
"214",11,2011,"LOB",0,30,25
"215",11,2011,"MC",30,35,18
"216",11,2011,"ROB",0,30,19
"217",11,2012,"LOB",0,30,7
"218",11,2012,"MC",30,31,32
"219",11,2012,"ROB",0,30,32
"220",11,2013,"LOB",0,30,3
"221",11,2013,"MC",30,31,32
"222",11,2013,"ROB",0,30,32
"223",11,2014,"LOB",0,30,3
"224",11,2014,"MC",30,30,31
"225",11,2014,"ROB",0,30,31
"226",11,2015,"LOB",0,30,0
"227",11,2015,"MC",30,30,30
"228",11,2015,"ROB",0,30,30
"229",11,2016,"LOB",0,30,4
"230",11,2016,"MC",30,30,31
"231",11,2016,"ROB",0,30,31
"232",12,2010,"LOB",0,34,20
"233",12,2010,"MC",33,32,26
"234",12,2010,"ROB",0,35,26
"235",12,2011,"LOB",0,31,4
"236",12,2011,"MC",31,33,32
"237",12,2011,"ROB",0,31,32
"238",12,2012,"LOB",0,31,9
"239",12,2012,"MC",31,35,36
"240",12,2012,"ROB",0,31,36
"241",12,2013,"LOB",0,31,2
"242",12,2013,"MC",31,32,32
"243",12,2013,"ROB",0,31,32
"244",12,2014,"LOB",0,31,11
"245",12,2014,"MC",31,35,33
"246",12,2014,"ROB",0,31,33
"247",12,2015,"LOB",0,31,3
"248",12,2015,"MC",31,31,32
"249",12,2015,"ROB",0,31,32
"250",12,2016,"LOB",0,32,10
"251",12,2016,"MC",32,32,33
"252",12,2016,"ROB",0,32,33
