"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2011,"LOB",0,31,15
"2",1,2011,"MC",31,32,32
"3",1,2011,"ROB",0,31,32
"4",1,2012,"LOB",0,31,2
"5",1,2012,"MC",31,33,33
"6",1,2012,"ROB",0,31,33
"7",1,2013,"LOB",0,31,6
"8",1,2013,"MC",31,32,36
"9",1,2013,"ROB",0,31,36
"10",1,2014,"LOB",0,31,0
"11",1,2014,"MC",31,31,31
"12",1,2014,"ROB",0,31,31
"13",1,2015,"LOB",0,31,5
"14",1,2015,"MC",31,31,33
"15",1,2015,"ROB",0,31,33
"16",1,2016,"LOB",0,32,6
"17",1,2016,"MC",32,34,33
"18",1,2016,"ROB",0,33,33
"19",1,2017,"LOB",0,33,20
"20",1,2017,"MC",33,40,32
"21",1,2017,"ROB",0,34,32
"22",2,2011,"LOB",0,28,7
"23",2,2011,"MC",28,30,28
"24",2,2011,"ROB",0,28,28
"25",2,2012,"LOB",0,29,2
"26",2,2012,"MC",29,30,31
"27",2,2012,"ROB",0,29,31
"28",2,2013,"LOB",0,28,3
"29",2,2013,"MC",28,28,29
"30",2,2013,"ROB",0,28,29
"31",2,2014,"LOB",0,28,3
"32",2,2014,"MC",28,31,30
"33",2,2014,"ROB",0,28,30
"34",2,2015,"LOB",0,28,3
"35",2,2015,"MC",28,29,29
"36",2,2015,"ROB",0,28,29
"37",2,2016,"LOB",0,29,2
"38",2,2016,"MC",29,29,30
"39",2,2016,"ROB",0,29,30
"40",2,2017,"LOB",0,29,14
"41",2,2017,"MC",29,29,31
"42",2,2017,"ROB",0,29,31
"43",3,2011,"LOB",0,31,19
"44",3,2011,"MC",31,33,27
"45",3,2011,"ROB",0,31,28
"46",3,2012,"LOB",0,31,5
"47",3,2012,"MC",31,33,32
"48",3,2012,"ROB",0,32,32
"49",3,2013,"LOB",0,31,3
"50",3,2013,"MC",31,33,33
"51",3,2013,"ROB",0,31,33
"52",3,2014,"LOB",0,31,4
"53",3,2014,"MC",31,33,31
"54",3,2014,"ROB",0,31,31
"55",3,2015,"LOB",0,31,2
"56",3,2015,"MC",31,32,32
"57",3,2015,"ROB",0,31,32
"58",3,2016,"LOB",0,31,5
"59",3,2016,"MC",31,34,34
"60",3,2016,"ROB",0,32,34
"61",3,2017,"LOB",0,31,2
"62",3,2017,"MC",31,31,32
"63",3,2017,"ROB",0,31,32
"64",4,2011,"LOB",0,30,14
"65",4,2011,"MC",30,30,20
"66",4,2011,"ROB",0,30,20
"67",4,2012,"LOB",0,30,11
"68",4,2012,"MC",30,33,33
"69",4,2012,"ROB",0,31,33
"70",4,2013,"LOB",0,30,0
"71",4,2013,"MC",30,30,30
"72",4,2013,"ROB",0,30,30
"73",4,2014,"LOB",0,30,3
"74",4,2014,"MC",30,30,32
"75",4,2014,"ROB",0,30,32
"76",4,2015,"LOB",0,30,11
"77",4,2015,"MC",30,30,31
"78",4,2015,"ROB",0,30,31
"79",4,2016,"LOB",0,30,5
"80",4,2016,"MC",30,30,33
"81",4,2016,"ROB",0,30,33
"82",4,2017,"LOB",0,30,0
"83",4,2017,"MC",30,30,31
"84",4,2017,"ROB",0,30,30
"85",5,2011,"LOB",0,31,7
"86",5,2011,"MC",31,31,28
"87",5,2011,"ROB",0,31,28
"88",5,2012,"LOB",0,31,0
"89",5,2012,"MC",31,31,31
"90",5,2012,"ROB",0,31,31
"91",5,2013,"LOB",0,31,3
"92",5,2013,"MC",31,31,32
"93",5,2013,"ROB",0,31,32
"94",5,2014,"LOB",0,31,0
