"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"1",1,2011,"LOB",31,33,0
"2",1,2011,"MC",32,33,0
"3",1,2011,"ROB",31,32,33
"4",1,2012,"LOB",31,34,0
"5",1,2012,"MC",33,33,0
"6",1,2012,"ROB",31,33,33
"7",1,2013,"LOB",31,39,0
"8",1,2013,"MC",31,35,0
"9",1,2013,"ROB",31,32,33
"10",1,2014,"LOB",31,31,0
"11",1,2014,"MC",31,31,0
"12",1,2014,"ROB",31,31,31
"13",1,2015,"LOB",31,34,0
"14",1,2015,"MC",31,32,0
"15",1,2015,"ROB",31,31,32
"16",1,2016,"LOB",33,37,0
"17",1,2016,"MC",34,33,0
"18",1,2016,"ROB",33,34,32
"19",1,2017,"LOB",32,42,0
"20",1,2017,"MC",34,30,2
"21",1,2017,"ROB",33,36,30
"22",2,2011,"LOB",29,33,0
"23",2,2011,"MC",28,28,0
"24",2,2011,"ROB",29,30,28
"25",2,2012,"LOB",29,30,0
"26",2,2012,"MC",29,30,0
"27",2,2012,"ROB",29,29,29
"28",2,2013,"LOB",28,30,0
"29",2,2013,"MC",28,30,0
"30",2,2013,"ROB",28,28,30
"31",2,2014,"LOB",31,30,0
"32",2,2014,"MC",28,28,0
"33",2,2014,"ROB",31,29,28
"34",2,2015,"LOB",28,30,0
"35",2,2015,"MC",29,29,3
"36",2,2015,"ROB",28,28,29
"37",2,2016,"LOB",29,31,0
"38",2,2016,"MC",30,29,0
"39",2,2016,"ROB",29,29,30
"40",2,2017,"LOB",28,40,0
"41",2,2017,"MC",31,35,0
"42",2,2017,"ROB",28,29,33
"43",3,2011,"LOB",31,37,0
"44",3,2011,"MC",33,30,0
"45",3,2011,"ROB",31,32,31
"46",3,2012,"LOB",32,33,0
"47",3,2012,"MC",32,31,0
"48",3,2012,"ROB",33,33,31
"49",3,2013,"LOB",32,31,0
"50",3,2013,"MC",31,31,0
"51",3,2013,"ROB",32,31,32
"52",3,2014,"LOB",32,32,0
"53",3,2014,"MC",32,30,0
"54",3,2014,"ROB",32,32,30
"55",3,2015,"LOB",31,34,0
"56",3,2015,"MC",32,32,0
"57",3,2015,"ROB",31,31,32
"58",3,2016,"LOB",34,34,0
"59",3,2016,"MC",34,33,0
"60",3,2016,"ROB",34,34,33
"61",3,2017,"LOB",31,32,0
"62",3,2017,"MC",31,32,0
"63",3,2017,"ROB",31,31,32
"64",4,2011,"LOB",30,30,0
"65",4,2011,"MC",30,30,0
"66",4,2011,"ROB",30,30,30
"67",4,2012,"LOB",31,33,0
"68",4,2012,"MC",31,31,0
"69",4,2012,"ROB",31,31,31
"70",4,2013,"LOB",30,30,0
"71",4,2013,"MC",30,30,0
"72",4,2013,"ROB",30,30,30
"73",4,2014,"LOB",30,30,0
"74",4,2014,"MC",30,30,1
"75",4,2014,"ROB",30,30,30
"76",4,2015,"LOB",30,32,0
"77",4,2015,"MC",30,32,0
"78",4,2015,"ROB",30,30,31
"79",4,2016,"LOB",30,32,0
"80",4,2016,"MC",30,33,0
"81",4,2016,"ROB",30,30,33
"82",4,2017,"LOB",30,30,0
"83",4,2017,"MC",30,30,0
"84",4,2017,"ROB",30,30,30
"85",5,2011,"LOB",31,34,0
"86",5,2011,"MC",31,33,0
"87",5,2011,"ROB",31,31,32
"88",5,2012,"LOB",31,31,0
"89",5,2012,"MC",31,31,0
"90",5,2012,"ROB",31,31,31
"91",5,2013,"LOB",31,32,0
"92",5,2013,"MC",32,31,0
"93",5,2013,"ROB",31,31,31
"94",5,2014,"LOB",31,31,0
"95",5,2014,"MC",31,31,9
"96",5,2014,"ROB",31,31,31
"97",5,2015,"LOB",31,32,0
"98",5,2015,"MC",31,31,5
"99",5,2015,"ROB",31,31,31
"100",5,2016,"LOB",31,32,0
"101",5,2016,"MC",31,32,0
"102",5,2016,"ROB",31,31,33
"103",5,2017,"LOB",31,33,0
"104",5,2017,"MC",31,32,0
"105",5,2017,"ROB",31,31,32
"106",6,2011,"LOB",30,30,0
"107",6,2011,"MC",30,30,0
"108",6,2011,"ROB",30,30,30
"109",6,2012,"LOB",30,30,0
"110",6,2012,"MC",30,30,0
"111",6,2012,"ROB",30,30,30
"112",6,2013,"LOB",30,30,0
"113",6,2013,"MC",30,30,0
"114",6,2013,"ROB",30,30,30
"115",6,2014,"LOB",30,30,0
"116",6,2014,"MC",30,30,0
"117",6,2014,"ROB",30,30,30
"118",6,2015,"LOB",30,30,0
"119",6,2015,"MC",30,30,0
"120",6,2015,"ROB",30,30,30
"121",6,2016,"LOB",30,30,0
"122",6,2016,"MC",30,30,0
"123",6,2016,"ROB",30,30,30
"124",6,2017,"LOB",30,30,0
"125",6,2017,"MC",30,30,0
"126",6,2017,"ROB",30,30,30
"127",7,2011,"LOB",31,31,0
"128",7,2011,"MC",31,31,0
"129",7,2011,"ROB",31,31,31
"130",7,2012,"LOB",31,31,0
"131",7,2012,"MC",31,31,0
"132",7,2012,"ROB",31,31,31
"133",7,2013,"LOB",31,31,0
"134",7,2013,"MC",31,31,0
"135",7,2013,"ROB",31,31,31
"136",7,2014,"LOB",31,31,0
"137",7,2014,"MC",31,31,0
"138",7,2014,"ROB",31,31,31
"139",7,2015,"LOB",31,31,0
"140",7,2015,"MC",31,31,0
"141",7,2015,"ROB",31,31,31
"142",7,2016,"LOB",31,31,0
"143",7,2016,"MC",31,31,0
"144",7,2016,"ROB",31,31,31
"145",7,2017,"LOB",31,31,0
"146",7,2017,"MC",31,31,0
"147",7,2017,"ROB",31,31,31
"148",8,2011,"LOB",31,31,0
"149",8,2011,"MC",31,31,0
"150",8,2011,"ROB",31,31,31
"151",8,2012,"LOB",31,31,0
"152",8,2012,"MC",31,31,0
"153",8,2012,"ROB",31,31,31
"154",8,2013,"LOB",31,31,0
"155",8,2013,"MC",31,31,0
"156",8,2013,"ROB",31,31,31
"157",8,2014,"LOB",31,31,0
"158",8,2014,"MC",31,31,0
"159",8,2014,"ROB",31,31,31
"160",8,2015,"LOB",31,31,0
"161",8,2015,"MC",31,31,0
"162",8,2015,"ROB",31,31,31
"163",8,2016,"LOB",31,31,0
"164",8,2016,"MC",31,31,0
"165",8,2016,"ROB",31,31,31
"166",8,2017,"LOB",31,31,0
"167",8,2017,"MC",31,31,0
"168",8,2017,"ROB",31,31,31
"169",9,2011,"LOB",30,30,0
"170",9,2011,"MC",30,30,0
"171",9,2011,"ROB",30,30,30
"172",9,2012,"LOB",30,30,0
"173",9,2012,"MC",30,30,0
"174",9,2012,"ROB",30,30,30
"175",9,2013,"LOB",30,30,0
"176",9,2013,"MC",30,30,1
"177",9,2013,"ROB",30,30,30
"178",9,2014,"LOB",30,30,0
"179",9,2014,"MC",30,30,0
"180",9,2014,"ROB",30,30,30
"181",9,2015,"LOB",30,30,0
"182",9,2015,"MC",30,30,0
"183",9,2015,"ROB",30,30,30
"184",9,2016,"LOB",30,30,0
"185",9,2016,"MC",30,30,0
"186",9,2016,"ROB",30,30,30
"187",9,2017,"LOB",30,30,0
"188",9,2017,"MC",30,30,0
"189",9,2017,"ROB",30,30,30
"190",10,2010,"LOB",31,34,0
"191",10,2010,"MC",33,34,0
"192",10,2010,"ROB",31,33,34
"193",10,2011,"LOB",32,32,0
"194",10,2011,"MC",32,31,0
"195",10,2011,"ROB",32,32,31
"196",10,2012,"LOB",31,32,0
"197",10,2012,"MC",32,31,0
"198",10,2012,"ROB",31,32,31
"199",10,2013,"LOB",31,31,0
"200",10,2013,"MC",31,31,29
"201",10,2013,"ROB",31,31,31
"202",10,2014,"LOB",31,31,0
"203",10,2014,"MC",31,31,4
"204",10,2014,"ROB",31,31,31
"205",10,2015,"LOB",31,34,0
"206",10,2015,"MC",31,34,0
"207",10,2015,"ROB",31,31,33
"208",10,2016,"LOB",31,34,0
"209",10,2016,"MC",31,34,0
"210",10,2016,"ROB",31,31,32
"211",11,2010,"LOB",30,34,0
"212",11,2010,"MC",32,32,0
"213",11,2010,"ROB",30,31,32
"214",11,2011,"LOB",31,36,0
"215",11,2011,"MC",32,34,0
"216",11,2011,"ROB",31,32,35
"217",11,2012,"LOB",30,32,0
"218",11,2012,"MC",32,30,0
"219",11,2012,"ROB",30,30,31
"220",11,2013,"LOB",30,31,0
"221",11,2013,"MC",30,31,31
"222",11,2013,"ROB",30,30,31
"223",11,2014,"LOB",30,32,0
"224",11,2014,"MC",31,30,0
"225",11,2014,"ROB",30,31,30
"226",11,2015,"LOB",30,30,0
"227",11,2015,"MC",30,30,1
"228",11,2015,"ROB",30,30,30
"229",11,2016,"LOB",30,33,0
"230",11,2016,"MC",31,32,0
"231",11,2016,"ROB",30,30,32
"232",12,2010,"LOB",34,34,0
"233",12,2010,"MC",29,26,0
"234",12,2010,"ROB",33,31,27
"235",12,2011,"LOB",31,34,0
"236",12,2011,"MC",32,32,0
"237",12,2011,"ROB",31,32,32
"238",12,2012,"LOB",31,37,0
"239",12,2012,"MC",32,34,0
"240",12,2012,"ROB",31,32,33
"241",12,2013,"LOB",31,34,0
"242",12,2013,"MC",32,33,1
"243",12,2013,"ROB",31,31,33
"244",12,2014,"LOB",33,38,0
"245",12,2014,"MC",34,32,0
"246",12,2014,"ROB",33,33,33
"247",12,2015,"LOB",31,33,0
"248",12,2015,"MC",33,32,11
"249",12,2015,"ROB",31,32,34
"250",12,2016,"LOB",32,40,0
"251",12,2016,"MC",32,33,0
"252",12,2016,"ROB",32,31,33
