"","month_year","year","month","season","position","Probability_Threshold","n_days"
"1",2011-01-01,2011,1,"critical","LOB","Low",31
"2",2011-01-01,2011,1,"critical","MC","Low",30
"3",2011-01-01,2011,1,"critical","ROB","Low",31
"4",2012-01-01,2012,1,"critical","LOB","Low",29
"5",2012-01-01,2012,1,"critical","MC","Low",29
"6",2012-01-01,2012,1,"critical","ROB","Low",31
"7",2013-01-01,2013,1,"critical","LOB","Low",30
"8",2013-01-01,2013,1,"critical","MC","Low",30
"9",2013-01-01,2013,1,"critical","ROB","Low",31
"10",2014-01-01,2014,1,"critical","LOB","Low",31
"11",2014-01-01,2014,1,"critical","MC","Low",31
"12",2014-01-01,2014,1,"critical","ROB","Low",31
"13",2015-01-01,2015,1,"critical","LOB","Low",31
"14",2015-01-01,2015,1,"critical","MC","Low",31
"15",2015-01-01,2015,1,"critical","ROB","Low",31
"16",2016-01-01,2016,1,"critical","LOB","Low",28
"17",2016-01-01,2016,1,"critical","MC","Low",28
"18",2016-01-01,2016,1,"critical","ROB","Low",29
"19",2017-01-01,2017,1,"critical","LOB","Low",26
"20",2017-01-01,2017,1,"critical","MC","Low",26
"21",2017-01-01,2017,1,"critical","ROB","Low",29
"22",2011-02-01,2011,2,"critical","LOB","Low",25
"23",2011-02-01,2011,2,"critical","MC","Low",24
"24",2011-02-01,2011,2,"critical","ROB","Low",27
"25",2012-02-01,2012,2,"critical","LOB","Low",29
"26",2012-02-01,2012,2,"critical","MC","Low",29
"27",2012-02-01,2012,2,"critical","ROB","Low",29
"28",2013-02-01,2013,2,"critical","LOB","Low",28
"29",2013-02-01,2013,2,"critical","MC","Low",28
"30",2013-02-01,2013,2,"critical","ROB","Low",28
"31",2014-02-01,2014,2,"critical","LOB","Low",27
"32",2014-02-01,2014,2,"critical","MC","Low",26
"33",2014-02-01,2014,2,"critical","ROB","Low",27
"34",2015-02-01,2015,2,"critical","LOB","Low",28
"35",2015-02-01,2015,2,"critical","MC","Low",28
"36",2015-02-01,2015,2,"critical","ROB","Low",28
"37",2016-02-01,2016,2,"critical","LOB","Low",29
"38",2016-02-01,2016,2,"critical","MC","Low",28
"39",2016-02-01,2016,2,"critical","ROB","Low",29
"40",2017-02-01,2017,2,"critical","LOB","Low",27
"41",2017-02-01,2017,2,"critical","MC","Low",25
"42",2017-02-01,2017,2,"critical","ROB","Low",27
"43",2011-03-01,2011,3,"critical","LOB","Low",26
"44",2011-03-01,2011,3,"critical","MC","Low",26
"45",2011-03-01,2011,3,"critical","ROB","Low",29
"46",2012-03-01,2012,3,"critical","LOB","Low",28
