"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"173",9,2012,"MC",30,30,NA
"174",9,2012,"ROB",30,30,NA
"175",9,2013,"LOB",30,0,NA
"176",9,2013,"MC",30,30,NA
"177",9,2013,"ROB",30,30,NA
"178",9,2014,"LOB",30,0,NA
"179",9,2014,"MC",30,30,NA
"180",9,2014,"ROB",30,30,NA
"181",9,2015,"LOB",29,0,NA
"182",9,2015,"MC",29,29,NA
"183",9,2015,"ROB",30,30,NA
"184",9,2016,"LOB",30,0,NA
"185",9,2016,"MC",30,30,NA
"186",9,2016,"ROB",30,30,NA
"187",9,2017,"LOB",30,0,NA
"188",9,2017,"MC",30,30,NA
"189",9,2017,"ROB",30,30,NA
"190",10,2010,"LOB",17,0,NA
"191",10,2010,"MC",23,18,NA
"192",10,2010,"ROB",28,27,NA
"193",10,2011,"LOB",30,0,NA
"194",10,2011,"MC",30,30,NA
"195",10,2011,"ROB",30,30,NA
"196",10,2012,"LOB",29,0,NA
"197",10,2012,"MC",30,30,NA
"198",10,2012,"ROB",31,31,NA
"199",10,2013,"LOB",30,0,NA
"200",10,2013,"MC",30,30,NA
"201",10,2013,"ROB",31,31,NA
"202",10,2014,"LOB",30,1,NA
"203",10,2014,"MC",30,30,NA
"204",10,2014,"ROB",30,30,NA
"205",10,2015,"LOB",27,0,NA
"206",10,2015,"MC",29,28,NA
"207",10,2015,"ROB",31,30,NA
"208",10,2016,"LOB",27,0,NA
"209",10,2016,"MC",27,27,NA
"210",10,2016,"ROB",31,31,NA
"211",11,2010,"LOB",24,0,NA
"212",11,2010,"MC",26,25,NA
"213",11,2010,"ROB",28,27,NA
"214",11,2011,"LOB",22,0,NA
"215",11,2011,"MC",25,23,NA
"216",11,2011,"ROB",26,26,NA
"217",11,2012,"LOB",23,0,NA
"218",11,2012,"MC",24,23,NA
"219",11,2012,"ROB",28,27,NA
"220",11,2013,"LOB",27,0,NA
"221",11,2013,"MC",27,27,NA
"222",11,2013,"ROB",30,29,NA
"223",11,2014,"LOB",28,0,NA
"224",11,2014,"MC",28,28,NA
"225",11,2014,"ROB",28,28,NA
"226",11,2015,"LOB",28,0,NA
"227",11,2015,"MC",30,29,NA
"228",11,2015,"ROB",30,30,NA
"229",11,2016,"LOB",26,0,NA
"230",11,2016,"MC",27,27,NA
"231",11,2016,"ROB",27,27,NA
"232",12,2010,"LOB",14,0,NA
"233",12,2010,"MC",18,16,NA
"234",12,2010,"ROB",22,21,NA
"235",12,2011,"LOB",27,0,NA
"236",12,2011,"MC",27,27,NA
"237",12,2011,"ROB",30,29,NA
"238",12,2012,"LOB",14,0,NA
"239",12,2012,"MC",18,15,NA
"240",12,2012,"ROB",29,24,NA
"241",12,2013,"LOB",28,0,NA
"242",12,2013,"MC",29,29,NA
"243",12,2013,"ROB",30,30,NA
"244",12,2014,"LOB",23,0,NA
"245",12,2014,"MC",24,23,NA
"246",12,2014,"ROB",27,26,NA
"247",12,2015,"LOB",24,1,NA
"248",12,2015,"MC",26,25,NA
"249",12,2015,"ROB",29,29,NA
"250",12,2016,"LOB",23,0,NA
"251",12,2016,"MC",23,23,NA
"252",12,2016,"ROB",24,23,NA
