"","month_year","year","month","season","position","Probability_Threshold","n_days"
"1",2011-01-01,2011,1,"critical","LOB","Low",28
"2",2011-01-01,2011,1,"critical","MC","Low",28
"3",2011-01-01,2011,1,"critical","ROB","Low",30
"4",2012-01-01,2012,1,"critical","LOB","Low",29
"5",2012-01-01,2012,1,"critical","MC","Low",29
"6",2012-01-01,2012,1,"critical","ROB","Low",29
"7",2013-01-01,2013,1,"critical","LOB","Low",28
"8",2013-01-01,2013,1,"critical","MC","Low",25
"9",2013-01-01,2013,1,"critical","ROB","Low",30
"10",2014-01-01,2014,1,"critical","LOB","Low",31
"11",2014-01-01,2014,1,"critical","MC","Low",31
"12",2014-01-01,2014,1,"critical","ROB","Low",31
"13",2015-01-01,2015,1,"critical","LOB","Low",28
"14",2015-01-01,2015,1,"critical","MC","Low",27
"15",2015-01-01,2015,1,"critical","ROB","Low",29
"16",2016-01-01,2016,1,"critical","LOB","Low",26
"17",2016-01-01,2016,1,"critical","MC","Low",26
"18",2016-01-01,2016,1,"critical","ROB","Low",27
"19",2017-01-01,2017,1,"critical","LOB","Low",20
"20",2017-01-01,2017,1,"critical","MC","Low",18
"21",2017-01-01,2017,1,"critical","ROB","Low",23
"22",2011-02-01,2011,2,"critical","LOB","Low",23
"23",2011-02-01,2011,2,"critical","MC","Low",21
"24",2011-02-01,2011,2,"critical","ROB","Low",23
"25",2012-02-01,2012,2,"critical","LOB","Low",29
"26",2012-02-01,2012,2,"critical","MC","Low",28
"27",2012-02-01,2012,2,"critical","ROB","Low",29
"28",2013-02-01,2013,2,"critical","LOB","Low",26
"29",2013-02-01,2013,2,"critical","MC","Low",26
"30",2013-02-01,2013,2,"critical","ROB","Low",27
"31",2014-02-01,2014,2,"critical","LOB","Low",24
"32",2014-02-01,2014,2,"critical","MC","Low",24
"33",2014-02-01,2014,2,"critical","ROB","Low",26
"34",2015-02-01,2015,2,"critical","LOB","Low",26
"35",2015-02-01,2015,2,"critical","MC","Low",25
"36",2015-02-01,2015,2,"critical","ROB","Low",27
"37",2016-02-01,2016,2,"critical","LOB","Low",27
"38",2016-02-01,2016,2,"critical","MC","Low",27
"39",2016-02-01,2016,2,"critical","ROB","Low",28
"40",2017-02-01,2017,2,"critical","LOB","Low",19
"41",2017-02-01,2017,2,"critical","MC","Low",16
"42",2017-02-01,2017,2,"critical","ROB","Low",22
"43",2011-03-01,2011,3,"critical","LOB","Low",22
"44",2011-03-01,2011,3,"critical","MC","Low",16
"45",2011-03-01,2011,3,"critical","ROB","Low",26
"46",2012-03-01,2012,3,"critical","LOB","Low",27
"47",2012-03-01,2012,3,"critical","MC","Low",26
"48",2012-03-01,2012,3,"critical","ROB","Low",29
"49",2013-03-01,2013,3,"critical","LOB","Low",29
"50",2013-03-01,2013,3,"critical","MC","Low",29
"51",2013-03-01,2013,3,"critical","ROB","Low",30
"52",2014-03-01,2014,3,"critical","LOB","Low",30
"53",2014-03-01,2014,3,"critical","MC","Low",30
"54",2014-03-01,2014,3,"critical","ROB","Low",30
"55",2015-03-01,2015,3,"critical","LOB","Low",29
"56",2015-03-01,2015,3,"critical","MC","Low",28
"57",2015-03-01,2015,3,"critical","ROB","Low",29
"58",2016-03-01,2016,3,"critical","LOB","Low",28
"59",2016-03-01,2016,3,"critical","MC","Low",27
"60",2016-03-01,2016,3,"critical","ROB","Low",28
"61",2017-03-01,2017,3,"critical","LOB","Low",30
"62",2017-03-01,2017,3,"critical","MC","Low",30
"63",2017-03-01,2017,3,"critical","ROB","Low",31
"64",2011-04-01,2011,4,"critical","LOB","Low",30
"65",2011-04-01,2011,4,"critical","MC","Low",30
"66",2011-04-01,2011,4,"critical","ROB","Low",30
"67",2012-04-01,2012,4,"critical","LOB","Low",26
"68",2012-04-01,2012,4,"critical","MC","Low",25
"69",2012-04-01,2012,4,"critical","ROB","Low",27
"70",2013-04-01,2013,4,"critical","LOB","Low",30
"71",2013-04-01,2013,4,"critical","MC","Low",30
"72",2013-04-01,2013,4,"critical","ROB","Low",30
"73",2014-04-01,2014,4,"critical","LOB","Low",29
"74",2014-04-01,2014,4,"critical","MC","Low",28
"75",2014-04-01,2014,4,"critical","ROB","Low",29
"76",2015-04-01,2015,4,"critical","LOB","Low",29
"77",2015-04-01,2015,4,"critical","MC","Low",28
"78",2015-04-01,2015,4,"critical","ROB","Low",30
"79",2016-04-01,2016,4,"critical","LOB","Low",27
"80",2016-04-01,2016,4,"critical","MC","Low",27
"81",2016-04-01,2016,4,"critical","ROB","Low",30
"82",2017-04-01,2017,4,"critical","LOB","Low",29
"83",2017-04-01,2017,4,"critical","MC","Low",29
"84",2017-04-01,2017,4,"critical","ROB","Low",30
"85",2011-05-01,2011,5,"critical","LOB","Low",29
"86",2011-05-01,2011,5,"critical","MC","Low",28
"87",2011-05-01,2011,5,"critical","ROB","Low",30
