"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"240",12,2012,"ROB",31,34,35
"241",12,2013,"LOB",33,33,33
"242",12,2013,"MC",0,0,0
"243",12,2013,"ROB",31,33,33
"244",12,2014,"LOB",34,33,32
"245",12,2014,"MC",0,0,0
"246",12,2014,"ROB",33,34,35
"247",12,2015,"LOB",33,33,34
"248",12,2015,"MC",32,0,0
"249",12,2015,"ROB",33,34,33
"250",12,2016,"LOB",33,33,33
"251",12,2016,"MC",10,0,0
"252",12,2016,"ROB",31,33,33
