"","year","season","position","Probability_Threshold","value"
"1",2010,"non_critical","MC","Low",7.52152242863616
"2",2011,"non_critical","MC","Low",9.45205479452055
"3",2011,"critical","MC","Low",9.45205479452055
"4",2012,"non_critical","MC","Low",6.35245901639344
"5",2012,"critical","MC","Low",6.35245901639344
"6",2013,"non_critical","MC","Low",1.44977168949772
"7",2013,"critical","MC","Low",1.44977168949772
"8",2014,"non_critical","MC","Low",6.25570776255708
"9",2014,"critical","MC","Low",6.25570776255708
"10",2015,"non_critical","MC","Low",20.6963470319635
"11",2015,"critical","MC","Low",20.6963470319635
"12",2016,"non_critical","MC","Low",38.945810564663
"13",2016,"critical","MC","Low",38.945810564663
"14",2017,"non_critical","MC","Low",6.62393162393162
"15",2017,"critical","MC","Low",6.62393162393162
"16",2010,"non_critical","LOB","Low",92.6144086995922
"17",2011,"non_critical","LOB","Low",98.0479452054795
"18",2011,"critical","LOB","Low",98.0479452054795
"19",2012,"non_critical","LOB","Low",98.554189435337
"20",2012,"critical","LOB","Low",98.554189435337
"21",2013,"non_critical","LOB","Low",99.3607305936073
"22",2013,"critical","LOB","Low",99.3607305936073
"23",2014,"non_critical","LOB","Low",98.8127853881278
"24",2014,"critical","LOB","Low",98.8127853881278
"25",2015,"non_critical","LOB","Low",99.3949771689498
"26",2015,"critical","LOB","Low",99.3949771689498
"27",2016,"non_critical","LOB","Low",98.7135701275046
"28",2016,"critical","LOB","Low",98.7135701275046
"29",2017,"non_critical","LOB","Low",97.3443223443223
"30",2017,"critical","LOB","Low",97.3443223443223
"31",2010,"non_critical","ROB","Low",92.6144086995922
"32",2011,"non_critical","ROB","Low",98.0479452054795
"33",2011,"critical","ROB","Low",98.0479452054795
"34",2012,"non_critical","ROB","Low",98.554189435337
"35",2012,"critical","ROB","Low",98.554189435337
"36",2013,"non_critical","ROB","Low",99.3607305936073
"37",2013,"critical","ROB","Low",99.3607305936073
"38",2014,"non_critical","ROB","Low",98.8127853881278
"39",2014,"critical","ROB","Low",98.8127853881278
"40",2015,"non_critical","ROB","Low",99.3949771689498
"41",2015,"critical","ROB","Low",99.3949771689498
"42",2016,"non_critical","ROB","Low",98.7135701275046
"43",2016,"critical","ROB","Low",98.7135701275046
"44",2017,"non_critical","ROB","Low",97.3443223443223
"45",2017,"critical","ROB","Low",97.3443223443223
"46",2010,"non_critical","MC","Medium",2.31082917988219
"47",2011,"non_critical","MC","Medium",1.70091324200913
"48",2011,"critical","MC","Medium",1.70091324200913
"49",2012,"non_critical","MC","Medium",0.762750455373406
"50",2012,"critical","MC","Medium",0.762750455373406
"51",2013,"non_critical","MC","Medium",0
"52",2013,"critical","MC","Medium",0
"53",2014,"non_critical","MC","Medium",0.23972602739726
"54",2014,"critical","MC","Medium",0.23972602739726
"55",2015,"non_critical","MC","Medium",0.525114155251142
"56",2015,"critical","MC","Medium",0.525114155251142
"57",2016,"non_critical","MC","Medium",0
"58",2016,"critical","MC","Medium",0
"59",2017,"non_critical","MC","Medium",0
"60",2017,"critical","MC","Medium",0
"61",2010,"non_critical","LOB","Medium",90.9832351608518
"62",2011,"non_critical","LOB","Medium",95.7762557077626
"63",2011,"critical","LOB","Medium",95.7762557077626
"64",2012,"non_critical","LOB","Medium",97.9508196721311
"65",2012,"critical","LOB","Medium",97.9508196721311
"66",2013,"non_critical","LOB","Medium",99.0981735159817
"67",2013,"critical","LOB","Medium",99.0981735159817
"68",2014,"non_critical","LOB","Medium",98.4931506849315
"69",2014,"critical","LOB","Medium",98.4931506849315
