"","month","year","position","days_per_month_low","days_per_month_medium","days_per_month_high"
"62",3,2017,"MC",0,0,0
"63",3,2017,"ROB",31,30,30
"64",4,2011,"LOB",30,30,25
"65",4,2011,"MC",0,0,0
"66",4,2011,"ROB",30,30,30
"67",4,2012,"LOB",26,25,25
"68",4,2012,"MC",0,0,0
"69",4,2012,"ROB",28,26,25
"70",4,2013,"LOB",30,30,30
"71",4,2013,"MC",0,0,0
"72",4,2013,"ROB",30,30,30
"73",4,2014,"LOB",29,28,28
"74",4,2014,"MC",0,0,0
"75",4,2014,"ROB",30,29,28
"76",4,2015,"LOB",29,28,28
"77",4,2015,"MC",0,0,0
"78",4,2015,"ROB",30,29,28
"79",4,2016,"LOB",27,27,26
"80",4,2016,"MC",0,0,0
"81",4,2016,"ROB",30,27,27
"82",4,2017,"LOB",29,29,29
"83",4,2017,"MC",0,0,0
"84",4,2017,"ROB",30,29,29
"85",5,2011,"LOB",28,28,28
"86",5,2011,"MC",0,0,0
"87",5,2011,"ROB",31,28,28
"88",5,2012,"LOB",31,31,31
"89",5,2012,"MC",0,0,0
"90",5,2012,"ROB",31,31,31
"91",5,2013,"LOB",29,29,29
"92",5,2013,"MC",0,0,0
"93",5,2013,"ROB",31,29,29
"94",5,2014,"LOB",31,31,31
"95",5,2014,"MC",0,0,0
"96",5,2014,"ROB",31,31,31
"97",5,2015,"LOB",30,30,30
"98",5,2015,"MC",0,0,0
"99",5,2015,"ROB",31,30,30
"100",5,2016,"LOB",30,30,30
"101",5,2016,"MC",0,0,0
"102",5,2016,"ROB",31,30,30
"103",5,2017,"LOB",30,30,30
"104",5,2017,"MC",0,0,0
"105",5,2017,"ROB",31,31,30
"106",6,2011,"LOB",30,30,30
"107",6,2011,"MC",0,0,0
"108",6,2011,"ROB",30,30,30
"109",6,2012,"LOB",30,30,30
"110",6,2012,"MC",0,0,0
"111",6,2012,"ROB",30,30,30
"112",6,2013,"LOB",30,30,30
"113",6,2013,"MC",0,0,0
"114",6,2013,"ROB",30,30,30
"115",6,2014,"LOB",30,30,30
"116",6,2014,"MC",0,0,0
"117",6,2014,"ROB",30,30,30
"118",6,2015,"LOB",30,30,30
"119",6,2015,"MC",0,0,0
"120",6,2015,"ROB",30,30,30
"121",6,2016,"LOB",30,30,30
"122",6,2016,"MC",0,0,0
"123",6,2016,"ROB",30,30,30
"124",6,2017,"LOB",30,30,30
"125",6,2017,"MC",0,0,0
"126",6,2017,"ROB",30,30,30
"127",7,2011,"LOB",31,31,31
"128",7,2011,"MC",0,0,0
"129",7,2011,"ROB",31,31,31
"130",7,2012,"LOB",31,31,31
"131",7,2012,"MC",0,0,0
"132",7,2012,"ROB",31,31,31
"133",7,2013,"LOB",31,31,31
"134",7,2013,"MC",0,0,0
"135",7,2013,"ROB",31,31,31
"136",7,2014,"LOB",31,31,31
"137",7,2014,"MC",0,0,0
"138",7,2014,"ROB",31,31,31
"139",7,2015,"LOB",31,31,31
"140",7,2015,"MC",0,0,0
"141",7,2015,"ROB",31,31,31
"142",7,2016,"LOB",31,31,31
"143",7,2016,"MC",0,0,0
"144",7,2016,"ROB",31,31,31
"145",7,2017,"LOB",31,31,31
"146",7,2017,"MC",0,0,0
"147",7,2017,"ROB",31,31,31
"148",8,2011,"LOB",31,31,31
"149",8,2011,"MC",0,0,0
"150",8,2011,"ROB",31,31,31
"151",8,2012,"LOB",31,31,31
"152",8,2012,"MC",0,0,0
"153",8,2012,"ROB",31,31,31
"154",8,2013,"LOB",31,31,31
"155",8,2013,"MC",0,0,0
"156",8,2013,"ROB",31,31,31
"157",8,2014,"LOB",31,31,31
"158",8,2014,"MC",0,0,0
"159",8,2014,"ROB",31,31,31
"160",8,2015,"LOB",31,31,31
"161",8,2015,"MC",0,0,0
"162",8,2015,"ROB",31,31,31
"163",8,2016,"LOB",31,31,31
"164",8,2016,"MC",0,0,0
"165",8,2016,"ROB",31,31,31
"166",8,2017,"LOB",31,31,31
"167",8,2017,"MC",0,0,0
"168",8,2017,"ROB",31,31,31
"169",9,2011,"LOB",30,30,30
"170",9,2011,"MC",0,0,0
"171",9,2011,"ROB",30,30,30
"172",9,2012,"LOB",30,30,30
"173",9,2012,"MC",0,0,0
"174",9,2012,"ROB",30,30,30
"175",9,2013,"LOB",30,30,30
"176",9,2013,"MC",0,0,0
"177",9,2013,"ROB",30,30,30
"178",9,2014,"LOB",30,30,30
"179",9,2014,"MC",0,0,0
"180",9,2014,"ROB",30,30,30
"181",9,2015,"LOB",29,29,29
"182",9,2015,"MC",0,0,0
"183",9,2015,"ROB",30,30,29
"184",9,2016,"LOB",30,30,30
"185",9,2016,"MC",0,0,0
"186",9,2016,"ROB",30,30,30
"187",9,2017,"LOB",30,30,30
"188",9,2017,"MC",0,0,0
"189",9,2017,"ROB",30,30,30
"190",10,2010,"LOB",25,23,19
"191",10,2010,"MC",0,0,0
"192",10,2010,"ROB",28,25,23
"193",10,2011,"LOB",30,30,30
"194",10,2011,"MC",0,0,0
"195",10,2011,"ROB",30,30,30
"196",10,2012,"LOB",30,30,30
"197",10,2012,"MC",0,0,0
"198",10,2012,"ROB",31,30,30
"199",10,2013,"LOB",31,30,30
"200",10,2013,"MC",0,0,0
"201",10,2013,"ROB",31,31,30
"202",10,2014,"LOB",30,30,30
"203",10,2014,"MC",0,0,0
"204",10,2014,"ROB",31,30,30
"205",10,2015,"LOB",29,29,29
"206",10,2015,"MC",0,0,0
"207",10,2015,"ROB",31,30,29
"208",10,2016,"LOB",28,27,27
"209",10,2016,"MC",0,0,0
"210",10,2016,"ROB",31,29,28
"211",11,2010,"LOB",26,26,26
"212",11,2010,"MC",0,0,0
"213",11,2010,"ROB",29,27,26
"214",11,2011,"LOB",26,25,24
"215",11,2011,"MC",0,0,0
"216",11,2011,"ROB",28,26,26
"217",11,2012,"LOB",27,24,23
"218",11,2012,"MC",0,0,0
"219",11,2012,"ROB",30,27,24
"220",11,2013,"LOB",28,27,27
"221",11,2013,"MC",0,0,0
"222",11,2013,"ROB",30,28,27
"223",11,2014,"LOB",28,28,28
"224",11,2014,"MC",0,0,0
"225",11,2014,"ROB",28,28,28
"226",11,2015,"LOB",30,30,30
"227",11,2015,"MC",0,0,0
"228",11,2015,"ROB",30,30,30
"229",11,2016,"LOB",27,27,27
"230",11,2016,"MC",0,0,0
"231",11,2016,"ROB",29,27,27
"232",12,2010,"LOB",20,18,17
"233",12,2010,"MC",0,0,0
"234",12,2010,"ROB",23,20,18
"235",12,2011,"LOB",28,27,27
"236",12,2011,"MC",0,0,0
"237",12,2011,"ROB",30,28,27
"238",12,2012,"LOB",22,18,17
"239",12,2012,"MC",0,0,0
"240",12,2012,"ROB",30,23,20
"241",12,2013,"LOB",29,29,29
"242",12,2013,"MC",0,0,0
"243",12,2013,"ROB",31,29,29
"244",12,2014,"LOB",25,24,24
"245",12,2014,"MC",0,0,0
"246",12,2014,"ROB",28,25,24
"247",12,2015,"LOB",28,26,25
"248",12,2015,"MC",0,0,0
"249",12,2015,"ROB",30,28,26
"250",12,2016,"LOB",23,23,23
"251",12,2016,"MC",0,0,0
"252",12,2016,"ROB",26,23,23
