"","LOB","MC","ROB"
"Low_Prob_1",5841.29582258142,321.799283296586,4151.83990754389
"Low_Prob_2",NA,NA,NA
"Low_Prob_3",NA,NA,NA
"Low_Prob_4",NA,NA,NA
"Med_Prob_1",89.0891887141796,0.00184570236873076,70.7464235246451
"Med_Prob_2",4827.29933729157,218.384234517072,3449.77918641037
"Med_Prob_3",NA,NA,NA
"Med_Prob_4",NA,NA,NA
"High_Prob_1",548.313475185253,0.0837134421370806,419.589176838689
"High_Prob_2",3498.37604907766,100.711769596449,2525.31097924507
"High_Prob_3",NA,NA,NA
"High_Prob_4",NA,NA,NA
